Gene,Normal Range,Target Value,Abnormality
ENSG00000167840,"(1.0679517452835174, 5.680282420823429)",5.827,Significantly More
ENSG00000047662,"(0.23675380003515434, 2.0206451160836973)",0.1792,Significantly Less
ENSG00000244486,"(-0.41813793589211334, 2.9445471859195904)",8.0184,Significantly More
ENSG00000273432,"(0.9840815301362706, 5.5759298145828105)",0.1452,Significantly Less
ENSG00000124787,"(-0.3211111146511305, 6.046159608302031)",14.2588,Significantly More
ENSG00000197506,"(-0.36005131739712404, 1.3108161526662487)",5.7506,Significantly More
ENSG00000129355,"(2.5670003132516954, 9.552956755290323)",20.3333,Significantly More
ENSG00000196476,"(1.0607643600247973, 5.338558299620683)",24.7469,Significantly More
ENSG00000134461,"(0.6241383496235757, 4.966420027986706)",7.5373,Significantly More
ENSG00000203993,"(1.3939461676229614, 5.225021343153886)",9.1851,Significantly More
ENSG00000279423,"(8.217017070676054, 19.197278506300645)",0.0,Significantly Less
ENSG00000102312,"(-0.14395256844390536, 4.924013854944333)",8.1607,Significantly More
ENSG00000138316,"(-0.1393337388571496, 1.374904545199905)",4.2792,Significantly More
ENSG00000279344,"(1.3614358384702498, 4.728658451172794)",0.0581,Significantly Less
ENSG00000243449,"(-4.843526601384582, 22.175465816047925)",218.8619,Significantly More
ENSG00000102384,"(-0.27370998606245966, 2.058174905697423)",10.1172,Significantly More
ENSG00000120458,"(0.41253773216620093, 4.950391131710252)",5.2199,Significantly More
ENSG00000266469,"(2.236051423180771, 10.177125998417761)",0.2863,Significantly Less
ENSG00000168301,"(0.42051449297135335, 9.242700224969086)",9.8186,Significantly More
ENSG00000152669,"(-0.6780372561977288, 2.0291315746494885)",28.8996,Significantly More
ENSG00000273184,"(0.43276200352512095, 12.187309916660574)",0.0,Significantly Less
ENSG00000162086,"(3.7828621397715168, 12.17488352643596)",1.9631,Significantly Less
ENSG00000263072,"(1.3723981381961456, 5.714524793791695)",1.2967,Significantly Less
ENSG00000165891,"(-0.6431725448742664, 3.30719796631209)",5.6791,Significantly More
ENSG00000272182,"(6.463008282477006, 21.166111098557536)",0.8061,Significantly Less
ENSG00000091879,"(-0.22997963260966625, 1.5784713683960954)",3.9051,Significantly More
ENSG00000180884,"(0.05922916917455878, 2.4836020807395798)",5.2252,Significantly More
ENSG00000258471,"(1.110776605632441, 7.386223042042513)",0.3115,Significantly Less
ENSG00000213638,"(-0.24403151083851604, 11.780115792147472)",19.1835,Significantly More
ENSG00000234222,"(2.637845334975271, 14.408455208882884)",0.0928,Significantly Less
ENSG00000236830,"(1.8130041678057598, 11.732856688012921)",1.5588,Significantly Less
ENSG00000273253,"(1.3616122890568105, 8.297665506319909)",1.2048,Significantly Less
ENSG00000261790,"(3.3247408329962074, 20.833459468407547)",0.8554,Significantly Less
ENSG00000279809,"(0.06763260474876298, 3.289787046789545)",0.0,Significantly Less
ENSG00000269318,"(2.2027271086183164, 12.847714838291576)",0.2496,Significantly Less
ENSG00000263843,"(0.707966368133619, 4.865790747340348)",0.4772,Significantly Less
ENSG00000099617,"(-1.184132760413524, 10.525674816313378)",44.3409,Significantly More
ENSG00000169258,"(-0.39233945093620926, 2.415249477148021)",4.7709,Significantly More
ENSG00000249967,"(1.6732777474187457, 6.101516713428625)",0.0,Significantly Less
ENSG00000158296,"(-0.2802666980488763, 0.994910896514153)",3.7344,Significantly More
ENSG00000205790,"(0.9685134725777691, 3.369846030387126)",0.4418,Significantly Less
ENSG00000214719,"(1.8752825510265407, 8.023139148085043)",0.0346,Significantly Less
ENSG00000226800,"(1.3806869148421832, 4.752027568810328)",0.3152,Significantly Less
ENSG00000146410,"(-0.8787265942373859, 7.191485582803479)",9.4755,Significantly More
ENSG00000197362,"(0.4604206699689084, 2.5075592884620126)",5.2045,Significantly More
ENSG00000171121,"(0.976690702258427, 8.774047807074522)",0.2015,Significantly Less
ENSG00000164105,"(-1.095660851164225, 13.34059727413523)",23.9536,Significantly More
ENSG00000155265,"(-0.0764470203974787, 0.8829349973514347)",4.9267,Significantly More
ENSG00000181392,"(-2.263117416395281, 7.264707122668292)",30.8238,Significantly More
ENSG00000180787,"(1.0586784120200863, 3.9906301667176853)",4.1715,Significantly More
ENSG00000102048,"(-0.22223074039234092, 3.0433334008008393)",8.6122,Significantly More
ENSG00000267001,"(5.520722163583862, 16.48227846150755)",0.0,Significantly Less
ENSG00000131061,"(0.22276163034235452, 4.861494769968296)",8.1492,Significantly More
ENSG00000162062,"(-0.9624192670523835, 5.545360800832372)",16.1439,Significantly More
ENSG00000275074,"(1.5545049825033783, 9.553437972387234)",15.7279,Significantly More
ENSG00000136378,"(-0.41348333184241115, 2.783993585511914)",3.555,Significantly More
ENSG00000185046,"(3.3956542359321276, 16.7254399822104)",0.0273,Significantly Less
ENSG00000173818,"(3.183968015656374, 23.316916669775523)",2.3902,Significantly Less
ENSG00000267321,"(-1.1898074692895135, 8.64130713416195)",16.4554,Significantly More
ENSG00000156384,"(0.572326898054607, 5.718798051856383)",7.5706,Significantly More
ENSG00000235522,"(3.6582557972116216, 16.87502075462188)",0.0696,Significantly Less
ENSG00000267980,"(3.2097756709001546, 13.146247681736938)",1.2124,Significantly Less
ENSG00000268061,"(3.6392369820845465, 6.618080586064512)",1.3531,Significantly Less
ENSG00000127989,"(4.048514119612399, 20.829747124787712)",3.9605,Significantly Less
ENSG00000279207,"(0.1350397537491469, 1.5469275193980847)",2.5955,Significantly More
ENSG00000174951,"(-0.25693236016468424, 2.9129357478495517)",14.3006,Significantly More
ENSG00000122696,"(0.8908773258324634, 6.226109082924912)",7.2777,Significantly More
ENSG00000272030,"(3.351245936406074, 12.104330722068621)",0.4291,Significantly Less
ENSG00000197763,"(-0.3192463461109505, 3.7993139212911577)",5.8364,Significantly More
ENSG00000197483,"(0.516982738934066, 5.475298892721703)",18.1775,Significantly More
ENSG00000088836,"(-0.04277566011358061, 0.3376937155197658)",2.5828,Significantly More
ENSG00000214756,"(0.28849842740032106, 3.349090391852607)",4.1177,Significantly More
ENSG00000150456,"(0.1143882138724086, 7.813844393641552)",17.2988,Significantly More
ENSG00000234477,"(-0.10179348399931346, 0.3194470945933344)",0.5549,Significantly More
ENSG00000143450,"(2.082758711384767, 12.287396726007856)",0.5857,Significantly Less
ENSG00000133302,"(3.0940874272623056, 13.835743925258871)",2.8115,Significantly Less
ENSG00000197008,"(0.46741060209611884, 3.2512148483396404)",4.496,Significantly More
ENSG00000110448,"(-1.996180120025361, 9.098219801455528)",9.3524,Significantly More
ENSG00000248008,"(0.2466683782818535, 4.687346653193202)",5.4771,Significantly More
ENSG00000263620,"(10.878036962148837, 50.3506181180353)",0.0,Significantly Less
ENSG00000130544,"(0.3928560485289304, 1.6110691035624947)",3.1673,Significantly More
ENSG00000104213,"(2.3865082796949464, 14.163524061077453)",1.1213,Significantly Less
ENSG00000176182,"(1.574063205229919, 5.351343928642372)",19.0024,Significantly More
ENSG00000272335,"(0.21800219904605633, 3.08913385704537)",7.2469,Significantly More
ENSG00000165886,"(-1.2178679996140964, 5.196764968511804)",12.9055,Significantly More
ENSG00000236935,"(-2.51368324716376, 14.61368718797391)",38.584,Significantly More
ENSG00000259953,"(-0.02008987226371106, 4.4340394969519945)",4.5937,Significantly More
ENSG00000179922,"(0.7979714323592368, 9.169351202479076)",24.0569,Significantly More
ENSG00000123838,"(-14.815931607085751, 27.041621592090557)",35.398,Significantly More
ENSG00000249249,"(1.175271458844363, 5.522120657788087)",0.203,Significantly Less
ENSG00000130748,"(0.3441476242036341, 11.261108799995526)",182.7373,Significantly More
ENSG00000222014,"(1.0073101096091004, 2.3726308043516986)",0.0,Significantly Less
ENSG00000236081,"(-0.47813743002767395, 1.2068770285961194)",71.4866,Significantly More
ENSG00000130222,"(-1.0362551742065147, 11.508487734851487)",72.2399,Significantly More
ENSG00000146054,"(-0.4010411793475357, 2.329702001714604)",3.2869,Significantly More
ENSG00000282951,"(3.380924962172804, 16.04333664445086)",1.3667,Significantly Less
ENSG00000227627,"(2.0131584325443876, 7.757443369981051)",0.0443,Significantly Less
ENSG00000171574,"(0.025562191583241134, 4.17894638170071)",5.8706,Significantly More
ENSG00000267561,"(1.1373438632791792, 5.370569424678564)",0.0,Significantly Less
ENSG00000169193,"(2.023056888547085, 13.981735055484094)",1.6575,Significantly Less
ENSG00000148835,"(1.3414893765229516, 4.853284089820049)",5.5507,Significantly More
ENSG00000258634,"(0.005585768869688534, 2.868806032586358)",3.8616,Significantly More
ENSG00000249180,"(8.164279708239349, 28.103829130384213)",0.0,Significantly Less
ENSG00000171877,"(-0.16056411437259865, 1.9057054180691513)",4.3025,Significantly More
ENSG00000163155,"(0.9627589748164089, 6.295679626939046)",6.9122,Significantly More
ENSG00000266993,"(3.873366021065199, 10.045049607477228)",0.2486,Significantly Less
ENSG00000164169,"(1.159409008169018, 4.4489946116156975)",4.7681,Significantly More
ENSG00000070190,"(-0.8651968943499864, 4.275963745384343)",5.8131,Significantly More
ENSG00000196646,"(3.7593645365427353, 19.998045458337607)",2.108,Significantly Less
ENSG00000102078,"(1.3765336518157336, 6.373198867707547)",12.3243,Significantly More
ENSG00000109576,"(-0.2678523181969319, 4.356604128803578)",17.4602,Significantly More
ENSG00000158122,"(-0.22341548806736178, 4.421571055771924)",4.5253,Significantly More
ENSG00000185689,"(5.502093307808041, 27.636460459841537)",0.0,Significantly Less
ENSG00000212864,"(0.8922725394757105, 4.212213023143284)",13.8949,Significantly More
ENSG00000174327,"(0.1557421792133029, 6.249603692630248)",25.6755,Significantly More
ENSG00000260345,"(15.388368872795706, 33.5249701451131)",1.0117,Significantly Less
ENSG00000266208,"(1.222113623552322, 8.606089164298936)",0.0,Significantly Less
ENSG00000154252,"(-6.347521475822675, 20.833740117664163)",45.3694,Significantly More
ENSG00000267296,"(0.49696936438473127, 5.500517061233321)",15.9114,Significantly More
ENSG00000186017,"(0.03984253990072717, 1.643318672095199)",3.4192,Significantly More
ENSG00000181894,"(0.434877821073286, 3.6168260167034996)",3.808,Significantly More
ENSG00000197951,"(-0.37746132056449966, 3.4905552447729056)",4.7922,Significantly More
ENSG00000171224,"(-1.2652106162341328, 7.98655301982457)",13.8464,Significantly More
ENSG00000013392,"(-0.3283189099559298, 2.883748870208662)",4.6796,Significantly More
ENSG00000267796,"(3.591903486315153, 16.928898048396395)",2.5659,Significantly Less
ENSG00000160284,"(-1.1107521666376825, 7.057079640177639)",9.4338,Significantly More
ENSG00000104140,"(-1.0046114714579337, 5.928532369210392)",55.3652,Significantly More
ENSG00000027869,"(-0.5342755218596817, 5.782984057661865)",14.604,Significantly More
ENSG00000040608,"(-0.43921562030601313, 4.656213936135597)",13.8884,Significantly More
ENSG00000119640,"(1.0121499991049694, 11.12107936137824)",12.9594,Significantly More
ENSG00000139351,"(1.813884640735834, 9.96570359953956)",0.1968,Significantly Less
ENSG00000128578,"(-1.0178742665404625, 1.8530439894549144)",4.104,Significantly More
ENSG00000116761,"(1.0459743493541955, 11.2375047704152)",11.6776,Significantly More
ENSG00000031691,"(-0.6865291103522853, 4.695072000300517)",7.2732,Significantly More
ENSG00000236017,"(2.430885482587816, 14.239736419139401)",15.6957,Significantly More
ENSG00000153294,"(-1.748567962376351, 4.280056018878646)",6.9794,Significantly More
ENSG00000180423,"(5.962467679349137, 14.237013049651543)",2.9447,Significantly Less
ENSG00000233087,"(0.8437830334669214, 2.9833799039600475)",0.5469,Significantly Less
ENSG00000225420,"(1.3889091968791956, 8.917005274939477)",0.0,Significantly Less
ENSG00000189362,"(2.0076115191195747, 12.862302579964648)",1.5941,Significantly Less
ENSG00000108176,"(-6.692302304638516, 21.85398135126014)",22.1997,Significantly More
ENSG00000257704,"(2.994711063143715, 13.343518978061134)",50.1291,Significantly More
ENSG00000164283,"(-0.12384038518549724, 0.33523761915732836)",12.2076,Significantly More
ENSG00000198513,"(1.0387093590653391, 9.41981004851889)",0.8671,Significantly Less
ENSG00000259407,"(1.8205490426815913, 15.44791955618707)",0.3128,Significantly Less
ENSG00000187951,"(-0.3104551001878424, 2.494995697998492)",5.5892,Significantly More
ENSG00000196812,"(0.904162110153464, 6.49817242573992)",8.8397,Significantly More
ENSG00000156374,"(0.552321959374956, 4.189998070907329)",6.4148,Significantly More
ENSG00000119965,"(1.0357787763664028, 4.554296326420828)",5.7697,Significantly More
ENSG00000179862,"(-3.559672724829602, 8.225250428463886)",19.1023,Significantly More
ENSG00000141933,"(-0.7496999484051035, 5.77954891954003)",7.409,Significantly More
ENSG00000185220,"(0.7062386793867426, 3.587321970181839)",4.7895,Significantly More
ENSG00000164953,"(0.06763148685503018, 1.6352064144317016)",1.8787,Significantly More
ENSG00000198521,"(1.654584714794023, 10.793251837703739)",0.5938,Significantly Less
ENSG00000131188,"(-0.02663119399092939, 1.1784610552515156)",31.2157,Significantly More
ENSG00000213903,"(-0.3355600546674242, 3.482905165528333)",8.6093,Significantly More
ENSG00000184068,"(0.5722453936851077, 3.652215028998239)",0.1513,Significantly Less
ENSG00000142235,"(-0.7711512508962373, 1.4971019366872875)",7.0995,Significantly More
ENSG00000239704,"(2.0532814928991883, 21.768440835567624)",0.4631,Significantly Less
ENSG00000169239,"(1.4724525616715791, 16.874091656385453)",1.1852,Significantly Less
ENSG00000280206,"(0.07738406080329119, 5.689174755922659)",33.6702,Significantly More
ENSG00000248101,"(1.6285522111717405, 5.720425448792136)",0.0,Significantly Less
ENSG00000101850,"(-1.4046730400220766, 6.571919121463589)",6.9996,Significantly More
ENSG00000143412,"(0.7844111508718479, 5.385023517996182)",10.4974,Significantly More
ENSG00000251369,"(-0.06431203725933998, 2.4373781655926923)",3.0819,Significantly More
ENSG00000139117,"(2.3666658548134514, 64.2109845276791)",1.6488,Significantly Less
ENSG00000172031,"(-0.2774191371622583, 0.7308453318815589)",14.1367,Significantly More
ENSG00000154957,"(1.6717519958612685, 4.227507561855626)",7.0386,Significantly More
ENSG00000269386,"(7.322616887038607, 23.02264169805155)",4.4337,Significantly Less
ENSG00000125319,"(-0.19057895852783957, 2.132009206754117)",11.7387,Significantly More
ENSG00000196793,"(-0.6665769578104553, 2.3630596657632856)",2.5235,Significantly More
ENSG00000013016,"(-0.3823861331925664, 2.651751003040065)",3.9366,Significantly More
ENSG00000270696,"(0.7305051912894056, 4.648549179686279)",0.0863,Significantly Less
ENSG00000263731,"(-0.11888661217503538, 2.8818661252334175)",5.9579,Significantly More
ENSG00000273142,"(-0.24033064651844838, 1.6186874613160556)",7.2723,Significantly More
ENSG00000272434,"(2.3800311471155107, 17.89230125378107)",1.1566,Significantly Less
ENSG00000283580,"(3.4393704794441295, 10.522283862157645)",0.0,Significantly Less
ENSG00000268189,"(1.1978659549702688, 5.492200988306466)",0.9466,Significantly Less
ENSG00000102981,"(-0.26154850144865893, 5.739268867696299)",6.806,Significantly More
ENSG00000182489,"(-0.0006108904954295058, 0.8207136181811711)",8.7623,Significantly More
ENSG00000213020,"(3.1337799712405556, 8.628517813810289)",2.5518,Significantly Less
ENSG00000258839,"(-0.2610914170539427, 2.0092691554852156)",2.6925,Significantly More
ENSG00000248664,"(2.4104063905044155, 8.588736380857977)",0.3187,Significantly Less
ENSG00000260257,"(-0.29208502486184473, 3.4607183886456556)",7.074,Significantly More
ENSG00000164011,"(0.058775109877688525, 6.095224370110776)",9.6253,Significantly More
ENSG00000204618,"(0.3635991586775258, 3.038718177531327)",3.3484,Significantly More
ENSG00000231851,"(3.130113095688044, 10.384895984740838)",0.3849,Significantly Less
ENSG00000187961,"(-0.611838553502162, 5.194462360552925)",8.1533,Significantly More
ENSG00000269469,"(3.859929163781027, 14.17661415042238)",0.0,Significantly Less
ENSG00000220925,"(2.181778842318117, 16.23706455773105)",0.0,Significantly Less
ENSG00000267534,"(-0.5497401102593595, 4.013751156628416)",5.2966,Significantly More
ENSG00000132122,"(1.7782533484526715, 14.053799456828965)",0.6601,Significantly Less
ENSG00000186787,"(0.8423831879859889, 6.257390325864337)",11.5331,Significantly More
ENSG00000140451,"(-1.1448348858688817, 4.920994041625702)",7.4467,Significantly More
ENSG00000172296,"(2.425863485487813, 30.535071073429375)",0.3182,Significantly Less
ENSG00000243155,"(0.7771391483593093, 2.5229932652444633)",0.5597,Significantly Less
ENSG00000223343,"(2.6201547265416263, 9.395431083344281)",0.1928,Significantly Less
ENSG00000172346,"(2.037928904033795, 8.277157451169627)",0.9538,Significantly Less
ENSG00000184709,"(-5.8605228641401785, 19.14777978653312)",33.1668,Significantly More
ENSG00000137203,"(-0.3264275318272627, 1.4065308449419225)",1.8522,Significantly More
ENSG00000140543,"(1.145034024149158, 4.379929090146008)",0.3077,Significantly Less
ENSG00000182742,"(-1.1797546100694918, 4.908146694291885)",16.2644,Significantly More
ENSG00000159917,"(2.1019813037059176, 9.104253926289719)",1.4851,Significantly Less
ENSG00000185055,"(1.4197875147172216, 7.446066358838767)",0.3508,Significantly Less
ENSG00000247095,"(-0.8140407222802502, 12.867436668172925)",22.992,Significantly More
ENSG00000160298,"(-0.6551434872211437, 4.09034094946875)",4.538,Significantly More
ENSG00000139055,"(-3.33283167081624, 5.351477363026758)",73.486,Significantly More
ENSG00000132000,"(-1.0291829499959761, 6.233976652424747)",10.1269,Significantly More
ENSG00000130812,"(0.694801860597031, 5.268667752512598)",0.4147,Significantly Less
ENSG00000168993,"(-1.9246445166148665, 5.063313633668611)",12.4499,Significantly More
ENSG00000272305,"(1.771713401474047, 7.517866271951696)",0.4283,Significantly Less
ENSG00000056277,"(0.10379041524339627, 1.150583776843019)",5.4929,Significantly More
ENSG00000279806,"(-0.5633035997530735, 1.196942118431408)",18.8433,Significantly More
ENSG00000258677,"(1.7984283298172121, 9.821398227060111)",0.0,Significantly Less
ENSG00000106038,"(-0.7949301582988184, 1.5595421368941644)",15.0837,Significantly More
ENSG00000157303,"(-1.9255323757441758, 8.220124171390378)",15.8176,Significantly More
ENSG00000198205,"(0.18449808762802822, 1.5550794367597456)",3.4086,Significantly More
ENSG00000173391,"(-0.4656596772378436, 1.527571362356668)",2.8601,Significantly More
ENSG00000204315,"(1.8168578023844888, 5.827203987294203)",13.2549,Significantly More
ENSG00000183137,"(1.3056760747856329, 9.386721674809667)",0.9178,Significantly Less
ENSG00000205643,"(0.11868591445396204, 6.718382278123441)",12.5239,Significantly More
ENSG00000138658,"(-0.08406810435007273, 1.4675465493048767)",2.0535,Significantly More
ENSG00000245904,"(2.3907222857349613, 24.759447647699922)",0.0157,Significantly Less
ENSG00000260267,"(0.5891196084905794, 2.9446184158907998)",3.1883,Significantly More
ENSG00000278133,"(4.223581415679915, 17.85148618990594)",25.9221,Significantly More
ENSG00000272741,"(3.418866622644609, 11.163343651936232)",0.0,Significantly Less
ENSG00000163132,"(-0.36045218315343613, 1.310314727362227)",7.3916,Significantly More
ENSG00000170684,"(-0.08900599503048578, 5.944930659428109)",21.7082,Significantly More
ENSG00000125895,"(-1.8054630478363753, 2.752816628701975)",4.9112,Significantly More
ENSG00000129295,"(-0.46230960361222806, 6.504596055188157)",11.104,Significantly More
ENSG00000171806,"(0.6596883194726999, 6.410690740531812)",10.1455,Significantly More
ENSG00000187513,"(-2.711273156078618, 8.83633069342931)",9.6633,Significantly More
ENSG00000246889,"(5.2116936595249745, 13.306216946977543)",0.5387,Significantly Less
ENSG00000259865,"(-0.05796734875976384, 4.862775632208329)",8.5899,Significantly More
ENSG00000196172,"(0.16371087911329774, 14.711776434020203)",0.116,Significantly Less
ENSG00000255850,"(1.3837437126726773, 6.632612137015382)",0.0822,Significantly Less
ENSG00000088305,"(0.1070542154545644, 1.403408148830439)",4.2652,Significantly More
ENSG00000189431,"(-1.6395784090965082, 2.4950149237584425)",4.731,Significantly More
ENSG00000204352,"(1.0397151715290658, 21.917591480331374)",0.1306,Significantly Less
ENSG00000197728,"(0.732232721995119, 6.137662992785582)",659.5261,Significantly More
ENSG00000186810,"(-1.8032645697553797, 7.819610197811118)",25.988,Significantly More
ENSG00000141642,"(2.650183479271875, 9.820768438427667)",1.4809,Significantly Less
ENSG00000132010,"(3.9451584393583126, 14.646967239864342)",0.2944,Significantly Less
ENSG00000166704,"(1.6541654472049898, 8.70375284705406)",0.8095,Significantly Less
ENSG00000124216,"(-0.8903520225684338, 2.945476598425145)",12.4664,Significantly More
ENSG00000260206,"(3.236621157759706, 12.695312188474944)",0.0,Significantly Less
ENSG00000043355,"(-0.1533048407120087, 0.5204661437115645)",7.4686,Significantly More
ENSG00000118420,"(0.09644353615552292, 2.600478863385569)",3.3201,Significantly More
ENSG00000100068,"(-0.8147395938033459, 3.99723527437151)",7.0758,Significantly More
ENSG00000242861,"(0.5252596109160717, 13.237212301163883)",27.7235,Significantly More
ENSG00000237714,"(2.2084023844092053, 8.870127321847033)",0.0,Significantly Less
ENSG00000260912,"(-1.9466554203526698, 7.621465835035179)",11.354,Significantly More
ENSG00000267040,"(3.993454399843584, 23.638253481440287)",1.7609,Significantly Less
ENSG00000164241,"(2.4243074745005115, 13.99787796783069)",1.8031,Significantly Less
ENSG00000153790,"(1.2851380422411118, 34.0496971543261)",0.9809,Significantly Less
ENSG00000197696,"(-0.36167670226929394, 4.081088746788419)",29.6478,Significantly More
ENSG00000249592,"(1.8317524252957567, 11.70571536682531)",1.42,Significantly Less
ENSG00000261455,"(0.8284887884390819, 3.7827462572518327)",8.4603,Significantly More
ENSG00000048052,"(0.8993626787270106, 9.07227168170208)",0.2665,Significantly Less
ENSG00000162650,"(0.2303658975684657, 1.8315884822570259)",4.5812,Significantly More
ENSG00000196653,"(-0.2243839124111937, 2.5656644838771387)",2.6713,Significantly More
ENSG00000175556,"(0.47461303199558436, 3.4725672230115547)",7.5355,Significantly More
ENSG00000196267,"(2.711193540162286, 9.391536122014788)",1.776,Significantly Less
ENSG00000187790,"(0.17403889658718508, 1.7447840695364378)",1.9381,Significantly More
ENSG00000165730,"(-0.010640273303317849, 1.4752367204950136)",4.4292,Significantly More
ENSG00000235989,"(0.7950826699571283, 3.945898643026719)",0.166,Significantly Less
ENSG00000251279,"(3.108150248631377, 12.14635111264151)",0.3788,Significantly Less
ENSG00000267787,"(1.0773830615483728, 16.322025737312345)",0.0553,Significantly Less
ENSG00000106526,"(1.626149048355959, 6.203915714688468)",1.2368,Significantly Less
ENSG00000156049,"(-1.8490929263855254, 10.03080433133238)",10.4685,Significantly More
ENSG00000164037,"(0.9997697259240228, 9.798998693480733)",0.051,Significantly Less
ENSG00000205502,"(-0.760575354998364, 2.336437159232032)",62.2629,Significantly More
ENSG00000261063,"(4.293793034613596, 14.674635814219965)",0.0,Significantly Less
ENSG00000177602,"(-0.388425461755487, 1.9457835749071024)",9.1084,Significantly More
ENSG00000229152,"(-1.1111292822248338, 6.362741870857511)",19.2202,Significantly More
ENSG00000249395,"(-1.1355478271473247, 4.760315503663146)",5.0205,Significantly More
ENSG00000272104,"(4.338368856771742, 25.462979177506632)",0.0,Significantly Less
ENSG00000140876,"(1.976366469594061, 12.726938799928526)",1.7486,Significantly Less
ENSG00000123810,"(2.38652406816572, 9.615370712483417)",20.0792,Significantly More
ENSG00000197181,"(-0.7679419378638705, 3.043956923372144)",6.3063,Significantly More
ENSG00000101115,"(-0.10457957876839119, 0.40173911199649615)",1.2534,Significantly More
ENSG00000061656,"(-2.6905852964632513, 9.844175982572498)",20.6731,Significantly More
ENSG00000273045,"(0.18028999438462123, 3.7117232081620646)",4.1752,Significantly More
ENSG00000148935,"(0.8398328740863548, 6.354335934920277)",0.78,Significantly Less
ENSG00000181085,"(-0.3466569644041217, 0.9493788931280684)",4.7631,Significantly More
ENSG00000272941,"(2.0567099809947846, 7.745195916000427)",0.1317,Significantly Less
ENSG00000167711,"(-1.070130637861963, 2.8488174076681405)",7.8427,Significantly More
ENSG00000175040,"(-0.008743755316234392, 3.407193306237179)",4.5493,Significantly More
ENSG00000278974,"(2.7759214723249546, 10.671847306090447)",2.1396,Significantly Less
ENSG00000169612,"(1.6672963082190877, 4.589623969565499)",5.9721,Significantly More
ENSG00000116157,"(-2.4873902859302572, 9.793148666798434)",11.4931,Significantly More
ENSG00000203644,"(2.442717890027594, 7.849768280514618)",12.5898,Significantly More
ENSG00000203883,"(-2.5143413868426405, 10.87552155053011)",17.6492,Significantly More
ENSG00000231607,"(0.6981987537920082, 3.102119113940981)",0.6344,Significantly Less
ENSG00000186792,"(0.04186928516804489, 3.0195915511716938)",9.1965,Significantly More
ENSG00000095970,"(-2.6084976406986784, 6.811435068847073)",7.0211,Significantly More
ENSG00000185338,"(-5.164268638186751, 10.498859111353326)",29.2769,Significantly More
ENSG00000155592,"(0.05137737487037841, 1.9144330067389874)",2.0268,Significantly More
ENSG00000229953,"(-1.3751777496803088, 8.334952528296096)",10.5403,Significantly More
ENSG00000267278,"(2.207695757748039, 10.195902196533243)",1.5451,Significantly Less
ENSG00000175505,"(-0.5056299922140077, 4.592338098092775)",6.8969,Significantly More
ENSG00000186474,"(-1.5585776863334018, 2.7265164814106115)",25.1387,Significantly More
ENSG00000134901,"(-0.55774284551852, 2.655940018909292)",3.7429,Significantly More
ENSG00000137561,"(-1.172996205984521, 6.338529617780074)",7.3576,Significantly More
ENSG00000261799,"(0.497239055258319, 2.405387478518618)",5.8016,Significantly More
ENSG00000106686,"(0.8992931007498943, 4.319227640389073)",0.471,Significantly Less
ENSG00000167771,"(0.036737799523228976, 4.39823637266629)",4.9441,Significantly More
ENSG00000119636,"(4.4464061310146406, 16.947702081802923)",1.141,Significantly Less
ENSG00000188290,"(-0.866339634355711, 4.904920885884704)",60.5414,Significantly More
ENSG00000258964,"(1.389750202957, 10.729674764674895)",0.0,Significantly Less
ENSG00000258168,"(1.894207376202342, 15.546326652183335)",0.1657,Significantly Less
ENSG00000269867,"(-0.846464937195972, 8.146561690100556)",21.7573,Significantly More
ENSG00000184305,"(1.0634312826562091, 8.996202035550757)",0.5325,Significantly Less
ENSG00000188452,"(0.5626823007584889, 8.66914778043595)",0.4109,Significantly Less
ENSG00000179598,"(-0.7872595435546395, 2.8885581498329778)",5.4966,Significantly More
ENSG00000264701,"(2.0626567130428732, 9.030810466078359)",0.0,Significantly Less
ENSG00000215910,"(1.2146189503906566, 5.449132283179824)",0.0,Significantly Less
ENSG00000131152,"(1.9584247391439207, 7.2934390630968196)",0.0,Significantly Less
ENSG00000258056,"(0.5416056801492224, 6.14861635605604)",9.7155,Significantly More
ENSG00000085465,"(-0.8812118851106301, 5.804573775899698)",9.2123,Significantly More
ENSG00000260371,"(5.725622405015309, 11.527590567522747)",0.0,Significantly Less
ENSG00000170917,"(1.3327768160464482, 10.244095981257075)",0.6184,Significantly Less
ENSG00000275944,"(0.23398445747797858, 17.76926939138422)",0.0786,Significantly Less
ENSG00000149243,"(-0.061848399195831766, 0.44316149268331084)",2.202,Significantly More
ENSG00000111012,"(-0.056952097971407545, 3.1297910237458524)",4.1772,Significantly More
ENSG00000282218,"(2.2332386363411745, 9.404712883027276)",0.0,Significantly Less
ENSG00000228526,"(-0.41303489507692315, 1.8097262134403878)",4.1403,Significantly More
ENSG00000133874,"(-1.15672154598836, 7.0254778722592945)",11.1127,Significantly More
ENSG00000271976,"(0.41957296799923216, 2.1613618526321137)",4.9023,Significantly More
ENSG00000146858,"(-0.09583904596223536, 1.4795999778639193)",16.3892,Significantly More
ENSG00000189298,"(0.21821919738295104, 1.7804922523027804)",1.9455,Significantly More
ENSG00000269958,"(0.9570539103388178, 7.798232739966139)",27.6958,Significantly More
ENSG00000219626,"(4.286082308577311, 12.60415421354812)",0.3977,Significantly Less
ENSG00000177464,"(-1.5526057256423826, 4.209101287311092)",6.8935,Significantly More
ENSG00000261762,"(-0.2601871545585286, 2.38903922295923)",2.4495,Significantly More
ENSG00000197937,"(4.890620068189607, 19.370338054275862)",0.2641,Significantly Less
